"","id","rating","rating_sd","rating_se","dataset","chord_size","name","chord_nro","genre","register","pitchlow","pitchhigh","pitchrange","gill_09_harmonicity","har_18_harmonicity","milne_13_harmonicity","parn_88_root_ambig","parn_94_complex","stolz_15_periodicity","bowl_18_min_freq_dist","hutch_78_roughness","seth_93_roughness","vass_01_roughness","wang_13_roughness","jl_12_tonal","har_19_corpus","har_19_composite","sharpness","sproll","spflux","keyclar","spcentr","spirreg","Forte","neg_log_prob","CorpPop","CorpJazz","CorpClas","TDL","TDL1","register_N","midi","pc"
"173","tr32c",3.72832167832168,0.547722558,0.1,"bowl18",3,"tr32c",NA,NA,61,57,63,6,0.0933333333333333,0.802289788464618,0.631533057415607,2.20139815711603,0.185826227482247,-4.04309433898166,33.9443527452088,0.284044972789612,1.08291994459545,2.67620550991625,0.94368140062171,3,1,0.593391179491158,0.780106,1111.99,4.30388,0.486683,0.800806,0.285982,"3-8B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,"57-61-63","0-4-6"
"174","tr50c",3.72832167832168,0.711966679,0.129986737,"bowl18",3,"tr50c",NA,NA,60,54,65,11,0.0928571428571429,0.842879489623361,0.685685156085516,2.04939015319192,0.18983379433162,-4.90474850588871,76.6283539447814,0.262492214142009,0.860440145239737,1.7914541513379,0.845300817536932,4,1,0.700553437795052,0.792252,1050.75,10.1411,0.465587,0.721485,1.10295,"3-5B",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,6.14285714285714,"54-60-65","0-6-11"
"175","te43c",3.72832167832168,0.759,0.139,"bowl18",4,"te43c",NA,NA,59,55,65,10,0.0287037037037037,0.690686465348618,0.6227306588088,2.22287572090485,0.0703708012989078,-6.02985386969094,11.6546307990979,0.459400013916756,1.91160144543116,4.55507635695445,1.16217624169213,3,1,0.110668821927717,0.73752,882.525,11.5439,0.559888,0.640717,0.419974,"4-13B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,4.85714285714286,"55-56-62-65","0-1-7-10"
"176","te83c",3.72832167832168,0.607,0.111,"bowl18",4,"te83c",NA,NA,59,55,65,10,0.0613888888888889,0.713211751073517,0.555940435146082,2.36643191323985,0.173334231493996,-4.69776527867924,24.0022820091254,0.391698470529828,1.96272572046785,4.47556078534797,1.28220509105269,7,1,0.260439305116418,0.754415,982.452,5.857,0.335625,0.675876,0.371229,"4-24",8.97748579111647,6.82446656799475,5.92641823842481,8.97748579111647,2,0,4.85714285714286,"55-57-61-65","0-2-6-10"
"177","te150c",3.72832167832168,0.481,0.088,"bowl18",4,"major triad (r) + m6",NA,NA,60,55,63,8,0.118333333333333,0.754353510193137,0.636943902696878,2.16024689946929,0.0741822628636474,-4.57192809488736,17.4622158046733,0.444390607717207,2.09597614090944,5.23163513034938,0.964582152975141,7,1,0.24830669144377,0.752047,978.078,10.5005,0.728799,0.67355,0.476044,"4-19B",8.97748579111647,8.98395081734813,8.4675826908629,8.97748579111647,2,0,6.14285714285714,"55-59-62-63","0-4-7-8"
"178","te14c",3.62447552447552,0.73,0.133,"bowl18",4,"minor triad (r) + m2",NA,NA,59,57,64,7,0.0562962962962963,0.712418541856751,0.617308583056919,2.36643191323985,0.185984254351813,-5.27537339269162,13.081880759045,0.54475779574144,2.21911319304904,5.73315699350073,1.16903796839785,3,1,0.0110697760985324,0.851546,1314.2,4.57771,0.391421,0.857306,0.275911,"4-29A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,4.85714285714286,"57-58-60-64","0-1-3-7"
"179","te38c",3.62447552447552,0.571,0.104,"bowl18",4,"te38c",NA,NA,58,55,65,10,0.0583333333333333,0.712418541856751,0.617308583056919,2.16024689946929,0.159675812833888,-4.67448792758137,11.6546307990979,0.458426552049962,1.96319120251176,4.66723098508343,1.05007573833067,1,2.98117304347412,0.35637189559117,0.737626,893.964,10.1378,0.445098,0.648525,0.414366,"4-29B",8.97748579111647,8.23673641551791,11.3579544487591,8.97748579111647,1,1,3.57142857142857,"55-56-61-65","0-1-6-10"
"180","te70c",3.62447552447552,0.629,0.115,"bowl18",4,"te70c",NA,NA,59,56,66,10,0.326984126984127,0.716686045757288,0.559941365521435,2.29128784747792,0.163043030555255,-4.74592654816484,25.4295319690724,0.483501419139127,2.06753164181091,4.73665985682606,1.17498997049143,3,1,0.117901565695926,0.807545,1171.88,6.66002,0.463698,0.777693,0.435744,"4-21",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,4.85714285714286,"56-58-60-66","0-2-4-10"
"181","te120c",3.62447552447552,0.629,0.115,"bowl18",4,"diminished (r) + M7",NA,NA,60,55,66,11,0.061276455026455,0.693042188490329,0.620735576199436,2.16024689946929,0.0669432478838882,-5.08952542686021,37.0841627681703,0.376972910705847,1.9010346731197,4.30996973308141,1.1405689342541,7,2.89051953663829,0.444438570855128,0.799777,1044.7,10.4155,0.421356,0.722482,0.410914,"4-18A",8.97748579111647,8.54211806506909,9.48615227185748,8.97748579111647,2,0,6.14285714285714,"55-58-61-66","0-3-6-11"
"182","te139c",3.62447552447552,0.629,0.115,"bowl18",4,"te139c",NA,NA,60,56,64,8,0.05375,0.754353510193137,0.636943902696878,2.36643191323985,0.0636586354144214,-5.90689059560852,15.5570656762735,0.450252665384368,2.12776307128454,5.40444664725875,1.02408219762533,7,2.89051953663829,0.434854086643213,0.772434,1113.33,6.8389,0.80628,0.763906,0.686397,"4-19A",8.97748579111647,7.96229956981614,7.01414902690538,8.97748579111647,2,0,6.14285714285714,"56-60-61-64","0-4-5-8"
"183","te219c",3.62447552447552,0.776,0.142,"bowl18",4,"te219c",NA,NA,61,51,63,12,0.0777777777777778,0.759117620523861,0.610642420173434,2.29128784747792,0.12630099725568,-4.43872187554087,17.4622158046733,0.488599628395501,1.66151771800925,3.97476938613117,1.11725657931223,4,1,0.185167376918995,0.766101,1120.4,10.7328,0.597701,0.779826,0.19539,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,"51-60-62-63","0-9-11-12"
"184","dy2c",3.53006993006993,0.653,0.119,"bowl18",2,"major 2nd",NA,NA,60,59,61,2,0.00833333333333333,1.0943008651589,0.732423362285411,1.87082869338697,0.39405382551184,-3.08496250072116,30.24098034881,0.264498004690356,0.478835552980129,1.23943494122172,0.868409979210139,4,1.94525976831915,1.24283687795402,0.771072,1111.65,6.0608,0.543448,0.73911,0.201937,"2-2",5.48096108326621,7.28041317199458,2.04603276215678,5.48096108326621,1,1,6.14285714285714,"59-61","0-2"
"185","tr52c",3.51853146748252,0.530668631,0.096886393,"bowl18",3,"tr52c",NA,NA,62,55,63,8,0.183333333333333,0.898206959300817,0.709916008353518,2.04939015319192,0.168161013099991,-3.32192809488736,17.4622158046733,0.407580793396051,1.03513933326159,2.55716879879957,0.891937453369462,3,1.59639251268661,0.625832114181459,0.748426,935.685,9.80631,0.756105,0.700851,0.419238,"3-4A",8.97748579111647,10.0825631060162,12.051101629319,8.97748579111647,1,1,8.71428571428571,"55-62-63","0-7-8"
"186","te12c",3.51748251748252,0.592,0.108,"bowl18",4,"te12c",NA,NA,60,58,63,5,0.0145833333333333,0.751393406647986,0.640955610125411,2.22287572090485,0.0772444369022418,-4.59113199415007,13.8597698690171,0.621261629107047,2.42970557689755,6.32487480965565,1.32478624132688,3,1,-0.0434949361001991,0.804959,1171.88,7.44502,0.627109,0.741992,0.190557,"4-11A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,"58-59-61-63","0-1-3-5"
"187","te27c",3.51748251748252,0.747,0.136,"bowl18",4,"te27c",NA,NA,58,55,67,12,0.04125,0.768245513873647,0.609609079857976,2.20139815711603,0.221115099740572,-5.65689059560852,11.6546307990979,0.465633357040527,1.56058842588467,3.35176766071423,0.951841473021071,7,1,0.23861992519425,0.746618,1002.98,13.2979,0.567281,0.686218,0.635609,"3-3A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,3.57142857142857,"55-56-59-67","0-1-4-12"
"188","te81c",3.51748251748252,0.747,0.136,"bowl18",4,"te81c",NA,NA,60,56,64,8,0.0888888888888889,0.671305647780641,0.539070950077028,2.36643191323985,0.105922168184172,-4.7357660520405,25.4295319690724,0.454808998407545,2.08297072722524,4.92916089757194,1.17227893016057,12,1,0.0836099390248921,0.803501,1052.77,5.22658,0.262324,0.768896,0.586509,"4-25",8.97748579111647,8.61622603722281,7.58519351066443,8.97748579111647,3,0,6.14285714285714,"56-58-62-64","0-2-6-8"
"189","te86c",3.51748251748252,0.747,0.136,"bowl18",4,"suspended 2nd + m6",NA,NA,60,55,63,8,0.0292592592592593,0.792841884635678,0.678210185899313,2.29128784747792,0.0352839289962705,-5.26064997042823,17.4622158046733,0.536155036998043,2.08307836251916,5.06677909217875,1.09184456730932,4,1,0.168153741626021,0.766,983.462,10.0915,0.767324,0.716665,0.472777,"4-16A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,"55-57-62-63","0-2-7-8"
"190","te106c",3.51748251748252,0.699,0.128,"bowl18",4,"te106c",NA,NA,58,55,65,10,0.0153703703703704,0.719599648918748,0.62006263665824,2.36643191323985,0.145454977301855,-5.51064997042823,13.8597698690171,0.485601685204061,2.08678790934175,5.09724067802227,0.999681296785535,12,1,0.119685104233937,0.789823,983.125,5.46222,0.425501,0.658253,0.311093,"4-15B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,3.57142857142857,"55-58-59-65","0-3-4-10"
"191","te114c",3.51748251748252,0.648,0.118,"bowl18",4,"te114c",NA,NA,59,55,66,11,0.16984126984127,0.719599648918748,0.62006263665824,2.22287572090485,0.111425978257209,-5.86440934524794,28.5436845415537,0.456320390471648,1.9929694813168,4.47839273411806,1.14128426728325,8,1,0.167121102118701,0.815631,1051.09,10.3123,0.644127,0.736982,0.517725,"4-15A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,4.85714285714286,"55-58-60-66","0-3-5-11"
"192","te147c",3.51748251748252,0.531,0.097,"bowl18",4,"dominant 7th flat 5",NA,NA,60,55,65,10,0.0147916666666667,0.671305647780641,0.539070950077028,2.36643191323985,0.168278345199201,-4.65528402831866,30.24098034881,0.374438953776984,1.96038119521063,4.5334977550774,1.10561621513383,12,3.27067796865568,0.449276073490305,0.747489,864.693,8.24173,0.28679,0.6367,0.43513,"4-25",8.97748579111647,8.61622603722281,7.58519351066443,8.97748579111647,3,0,6.14285714285714,"55-59-61-65","0-4-6-10"
"193","te169c",3.51748251748252,0.531,0.097,"bowl18",4,"te169c",NA,NA,60,54,65,11,0.015734126984127,0.740980563989747,0.570429584445242,2.36643191323985,0.0769843887361987,-6.19776527867924,14.6839146725366,0.520105219325842,1.99701695293845,4.67727504156288,1.07456198695594,12,1,0.101845420895038,0.77984,998.266,11.0885,0.497476,0.686305,0.578215,"4-9",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,6.14285714285714,"54-59-60-65","0-5-6-11"
"194","te205c",3.51748251748252,0.648,0.118,"bowl18",4,"te205c",NA,NA,61,53,63,10,0.0287037037037037,0.723176680602415,0.621537043992771,2.22287572090485,0.0700840871654396,-5.03840779852542,17.4622158046733,0.546300966337368,2.11952136983711,4.9526492988259,1.20366150219381,3,1,0.0277184892535042,0.774221,1051.09,9.563,0.663043,0.709387,0.290157,"4-10",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.42857142857143,"53-60-62-63","0-7-9-10"
"195","tr5c",3.41363636363636,0.610257153,0.111417203,"bowl18",3,"Viennese trichord",NA,NA,58,57,63,6,0.0933333333333333,0.842879489623361,0.685685156085516,2.04939015319192,0.175626365593113,-4.40203287133193,13.081880759045,0.429127010671526,1.14732861779849,3.04387483180109,1.05319399886265,4,1,0.43060335778878,0.832813,1251.28,3.3074,0.621342,0.849258,0.265706,"3-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"57-58-63","0-1-6"
"196","tr19c",3.41363636363636,0.610257153,0.111417203,"bowl18",3,"tr19c",NA,NA,57,55,65,10,0.244444444444444,0.879161456178333,0.619101564205231,2.12132034355964,0.300998738171703,-3.887259365924,24.0022820091254,0.354385677466953,1.03198030753174,2.22789378706163,1.04401571066745,4,3.06317911550661,0.830212737376369,0.755787,957.891,4.90976,0.548539,0.677686,0.60632,"3-6",8.97748579111647,8.8785903016903,12.051101629319,8.97748579111647,1,1,2.28571428571429,"55-57-65","0-2-10"
"197","tr65c",3.41363636363636,0.664363839,0.121295687,"bowl18",3,"tr65c",NA,NA,62,52,64,12,0.288888888888889,1.0943008651589,0.732423362285411,1.87082869338697,0.44459898585018,-2.60459373040568,35.9627889954623,0.199713301915621,0.594363645522694,1.31595837288494,0.779761867826535,4,3.69781848126641,1.52952642316209,0.77802,1006.68,3.17723,0.593174,0.774805,0.470556,"2-2",5.48096108326621,7.28041317199458,2.04603276215678,5.48096108326621,1,1,8.71428571428571,"52-62-64","0-10-12"
"198","te20c",3.41363636363636,0.761,0.139,"bowl18",4,"te20c",NA,NA,60,57,62,5,0.0316666666666667,0.715761225865772,0.619526938245365,2.36643191323985,0.00146664546723513,-5.65689059560852,13.081880759045,0.652519415738504,2.48954319197714,6.62816448573132,1.14252336945137,7,1,-0.157555431651605,0.821054,1109.97,9.413,0.386299,0.778876,0.210109,"4-7",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,"57-58-61-62","0-1-4-5"
"199","te54c",3.41363636363636,0.714,0.13,"bowl18",4,"te54c",NA,NA,58,53,65,12,0.114285714285714,0.759117620523861,0.610642420173434,2.29128784747792,0.185654294769996,-4.6993718459691,10.3830956393153,0.502938934093224,1.45331039237185,2.97053106259479,1.1368900397297,4,1,0.161937554571242,0.766706,986.826,10.5774,0.501455,0.670508,0.787718,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"53-54-63-65","0-1-10-12"
"200","te61c",3.41363636363636,0.61,0.111,"bowl18",4,"te61c",NA,NA,58,56,65,9,0.0155555555555556,0.690686465348618,0.6227306588088,2.22287572090485,0.150655204110048,-5.86888982224726,13.8597698690171,0.556286542462319,2.16276960325397,5.38651226498873,1.16001969676365,3,1,-0.0462883483459707,0.781907,1023.5,7.70279,0.413396,0.683344,0.405719,"4-13B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"56-58-59-65","0-2-3-9"
"201","te103c",3.41363636363636,0.714,0.13,"bowl18",4,"major triad (r) + m3",NA,NA,60,56,63,7,0.0416666666666667,0.731509773320763,0.620325482817263,2.16024689946929,0.114763972300452,-5.07192809488736,14.6839146725366,0.459719927923346,2.23356755129288,5.83351624405908,1.05701033795047,7,4.10687898245118,0.504991534090983,0.767602,1050.75,5.46545,0.738509,0.733195,0.586118,"4-17",8.97748579111647,7.5176137485547,10.9524893406509,8.97748579111647,2,0,6.14285714285714,"56-59-60-63","0-3-4-7"
"202","te33c",3.30979020979021,0.728,0.133,"bowl18",4,"te33c",NA,NA,58,55,66,11,0.171428571428571,0.70305787527733,0.62355296685609,2.36643191323985,0.124503534345517,-6.01064997042823,11.6546307990979,0.545996237331644,2.03403094138127,4.68760502897018,0.996728126329716,12,1,-0.00759778360759999,0.778904,1042.01,12.5003,0.441105,0.699946,0.61376,"4-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,3.57142857142857,"55-56-60-66","0-1-5-11"
"203","te45c",3.30979020979021,0.774,0.141,"bowl18",4,"power chord + m2",NA,NA,58,54,66,12,0.0590277777777778,0.842879489623361,0.685685156085516,2.04939015319192,0.170751481868732,-5.09113199415007,11.0005066350574,0.406174259128313,1.31342001818932,2.81301477053598,0.976319308066099,4,1,0.467787050777878,0.770257,983.798,11.5829,0.4337,0.701596,0.327276,"3-5B",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,3.57142857142857,"54-55-61-66","0-1-7-12"
"204","te109c",3.30979020979021,0.774,0.141,"bowl18",4,"te109c",NA,NA,60,56,62,6,0.0150578703703704,0.690686465348618,0.6227306588088,2.22287572090485,0.0411636954670741,-5.85872932612292,16.4821369405355,0.580745107813874,2.42075899129683,6.17819253071102,1.34898644785179,3,1,-0.0859114751538304,0.752144,999.948,8.54717,0.593527,0.690356,0.576762,"4-13B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,"56-59-61-62","0-3-5-6"
"205","te136c",3.30979020979021,0.626,0.114,"bowl18",4,"te136c",NA,NA,60,53,65,12,0.0533333333333333,0.768245513873647,0.609609079857976,2.20139815711603,0.116194514075249,-5.32192809488736,19.600674520134,0.428107998350116,1.47758408326277,3.17532939916287,1.0236618708776,7,1,0.299411391272862,0.746169,1037.97,7.65196,0.687448,0.667684,1.08318,"3-3A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,"53-56-64-65","0-3-11-12"
"206","te166c",3.30979020979021,0.626,0.114,"bowl18",4,"te166c",NA,NA,60,55,63,8,0.0576388888888889,0.712418541856751,0.617308583056919,2.36643191323985,0.0699205896427783,-5.35872932612292,15.5570656762735,0.55357588637249,2.24933858009455,5.56102829994412,1.07974144788764,3,1,-0.00321562119502117,0.7603,1049.07,6.22319,0.475468,0.715869,0.439492,"4-29A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.14285714285714,"55-60-61-63","0-5-6-8"
"207","te188c",3.30979020979021,0.728,0.133,"bowl18",4,"te188c",NA,NA,60,54,64,10,0.0616071428571429,0.719599648918748,0.62006263665824,2.22287572090485,0.0777209654926303,-5.77824730240108,15.5570656762735,0.46405462802506,2.02203492778706,4.90633540984308,1.17676662997972,8,1,0.154591557930964,0.801459,1115.35,7.14456,0.697979,0.777855,0.628217,"4-15A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,"54-60-61-64","0-6-7-10"
"208","tr17c",3.30874125979021,0.678910554,0.123951542,"bowl18",3,"tr17c",NA,NA,58,56,64,8,0.146666666666667,0.802289788464618,0.631533057415607,2.20139815711603,0.247469023849079,-4.3785697620348,25.4295319690724,0.331216418874075,1.05465742152787,2.45949867607155,1.03067903187512,3,1,0.516972952867905,0.810782,1252.29,4.24316,0.420808,0.82284,0.707196,"3-8B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"56-58-64","0-2-8"
"209","dy10c",3.26573426573427,0.359,0.066,"bowl18",2,"minor 7th",NA,NA,59,54,64,10,0.108571428571429,1.0943008651589,0.732423362285411,1.87082869338697,0.578217462763458,-2.74592654816484,144.630345557053,0.133460613312949,0.290972406291006,0.521271218898304,0.500157293851166,4,3.69781848126641,1.63685645843329,0.807134,1115.35,2.38488,0.69987,0.822884,0.471006,"2-2",5.48096108326621,7.28041317199458,2.04603276215678,5.48096108326621,1,1,4.85714285714286,"54-64","0-10"
"210","dy11c",3.26573426573427,0.541,0.099,"bowl18",2,"major 7th",NA,NA,60,54,65,11,0.0714285714285714,0.941931969299263,0.707106787773168,2.04939015319192,0.513492126221863,-3,164.231020077187,0.242442497093554,0.311195517803457,0.508856936473435,0.525478811557282,4,1,0.909340034162346,0.775041,929.292,9.80132,0.520318,0.715565,1.006,"2-1",8.97748579111647,9.85758902795363,6.3296798252698,8.97748579111647,1,1,6.14285714285714,"54-65","0-11"
"211","te22c",3.2027972027972,0.785,0.143,"bowl18",4,"major triad (r) + m2",NA,NA,60,57,64,7,0.0588888888888889,0.693042188490329,0.620735576199436,2.16024689946929,0.0777658244251549,-5.26064997042823,13.081880759045,0.462052927815429,2.13468763763004,5.57059629604417,1.05990717312617,7,2.67428545596906,0.284184926304904,0.8307,1172.21,5.01574,0.459679,0.824369,0.292772,"4-18A",8.97748579111647,8.54211806506909,9.48615227185748,8.97748579111647,2,0,6.14285714285714,"57-58-61-64","0-1-4-7"
"212","te23c",3.2027972027972,0.828,0.151,"bowl18",4,"te23c",NA,NA,58,56,64,8,0.0566666666666667,0.754353510193137,0.636943902696878,2.36643191323985,0.177328896956392,-5.98737261933036,12.3476512100274,0.451240354342245,2.09753433166655,5.35465662155563,1.08852673904927,7,1.59639251268661,0.299055024394465,0.794969,1104.25,6.27512,0.499371,0.804281,0.702673,"4-19A",8.97748579111647,7.96229956981614,7.01414902690538,8.97748579111647,2,0,3.57142857142857,"56-57-60-64","0-1-4-8"
"213","te39c",3.2027972027972,0.691,0.126,"bowl18",4,"te39c",NA,NA,58,55,66,11,0.0604166666666667,0.759801626740419,0.69035941032465,2.29128784747792,0.0735445025653438,-6.77824730240108,11.6546307990979,0.528321645642405,1.92820785106974,4.42660493141798,0.993558966586701,12,1,0.122034780268679,0.753875,984.135,12.5417,0.255603,0.685613,0.466899,"4-6",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,3.57142857142857,"55-56-61-66","0-1-6-11"
"214","te62c",3.2027972027972,0.64,0.117,"bowl18",4,"te62c",NA,NA,58,56,66,10,0.0463095238095238,0.751393406647986,0.640955610125411,2.36643191323985,0.155741290038547,-5.03840779852542,13.8597698690171,0.581147977233944,2.13900586247974,5.18142398099319,1.17371728803889,3,1,0.0214895914895694,0.788829,1111.32,6.22073,0.685037,0.724218,0.547939,"4-11B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"56-58-59-66","0-2-3-10"
"215","te118c",3.2027972027972,0.64,0.117,"bowl18",4,"dimished 7th chord",NA,NA,60,55,64,9,0.0606018518518519,0.573024701164252,0.50979080012731,2.89827534923789,0.0523153155589374,-4.27824730240108,37.0841627681703,0.326681955472497,2.04403252610447,4.91544554753496,1.3087427640373,7,3.95464558589437,0.422636718954289,0.805703,1112.32,4.99561,0.47613,0.745669,0.714339,"4-28",5.02396217594065,7.77997801302219,5.31769973748165,5.02396217594065,2,0,6.14285714285714,"55-58-61-64","0-3-6-9"
"216","te131c",3.2027972027972,0.691,0.126,"bowl18",4,"te131c",NA,NA,60,54,64,10,0.060952380952381,0.690686465348618,0.6227306588088,2.36643191323985,0.0922396775777342,-4.36888982224726,18.500573190789,0.482946982536276,1.98922909733272,4.57383681819265,1.07427419310441,3,1,0.0725224911784937,0.795188,1115.02,8.39515,0.677925,0.785124,0.382803,"4-13A",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,6.14285714285714,"54-57-63-64","0-3-9-10"
"217","te176c",3.2027972027972,0.785,0.143,"bowl18",4,"te176c",NA,NA,60,54,63,9,0.0476190476190476,0.731509773320763,0.620325482817263,2.16024689946929,0.0537634940532693,-4.90689059560852,17.4622158046733,0.456945026472408,2.10325812909662,5.06569070749906,1.167661741821,7,1,0.187308297231282,0.772851,991.537,10.618,0.864541,0.711984,0.369401,"4-17",8.97748579111647,7.5176137485547,10.9524893406509,8.97748579111647,2,0,6.14285714285714,"54-59-62-63","0-5-8-9"
"218","te3c",3.09895104895105,0.837,0.153,"bowl18",4,"te3c",NA,NA,60,58,63,5,0.0427777777777778,0.716183176770706,0.624640991381892,2.36643191323985,0.0765903094749868,-6.59561247114939,13.8597698690171,0.740929771947968,2.55806225774992,6.83434974447703,1.2389542881068,12,1,-0.300030075391759,0.821096,1240.51,6.58724,0.543,0.762322,0.201518,"4-4A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,6.14285714285714,"58-59-60-63","0-1-2-5"
"219","te24c",3.09895104895105,0.596,0.109,"bowl18",4,"te24c",NA,NA,58,56,65,9,0.113333333333333,0.731509773320763,0.620325482817263,2.16024689946929,0.0988844893144741,-5.32640857188668,12.3476512100274,0.458805559389136,2.07234830026564,5.14204845235316,1.06102562081641,7,2.19278502537322,0.307984200337263,0.772459,1050.08,8.45769,0.792354,0.716388,0.636131,"4-17",8.97748579111647,7.5176137485547,10.9524893406509,8.97748579111647,2,0,3.57142857142857,"56-57-60-65","0-1-4-9"
"220","te31c",3.09895104895105,0.466,0.085,"bowl18",4,"te31c",NA,NA,59,56,65,9,0.11,0.754353510193137,0.636943902696878,2.16024689946929,0.173115396724314,-4.65689059560852,12.3476512100274,0.431558278668864,1.98323957115871,4.89938730994275,0.980409530493509,7,2.19278502537322,0.392785181678,0.755428,1043.69,8.47614,0.744587,0.700763,0.437534,"4-19B",8.97748579111647,8.98395081734813,8.4675826908629,8.97748579111647,2,0,4.85714285714286,"56-57-61-65","0-1-5-9"
"221","te36c",3.09895104895105,0.75,0.137,"bowl18",4,"te36c",NA,NA,60,56,64,8,0.0298148148148148,0.792841884635678,0.678210185899313,2.29128784747792,0.10169973433791,-5.10872932612292,12.3476512100274,0.504816935166045,2.00021776131893,4.96405240487172,1.09601920813121,4,1.59639251268661,0.280766780874228,0.77389,1102.9,5.9369,0.456306,0.760637,0.653842,"4-16B",8.97748579111647,10.4880282141244,12.051101629319,8.97748579111647,1,1,6.14285714285714,"56-57-62-64","0-1-6-8"
"222","te40c",3.09895104895105,0.75,0.137,"bowl18",4,"te40c",NA,NA,58,55,67,12,0.0520833333333333,0.842879489623361,0.685685156085516,2.04939015319192,0.199358067907129,-4.27824730240108,11.6546307990979,0.434398203545517,1.38425555006391,2.92930260407606,0.886215416910864,4,1,0.422063971251884,0.747228,1043.35,13.3057,0.260661,0.709577,0.657749,"3-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"55-56-61-67","0-1-6-12"
"223","te52c",3.09895104895105,0.702,0.128,"bowl18",4,"te52c",NA,NA,59,54,66,12,0.161904761904762,0.768245513873647,0.609609079857976,2.20139815711603,0.112060753366038,-4.65689059560852,11.0005066350574,0.445480388435748,1.40297142398499,2.95276222091018,0.99594614581794,7,1,0.271267941098061,0.773689,983.462,12.9661,0.332102,0.705011,0.334518,"3-3B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,4.85714285714286,"54-55-63-66","0-1-9-12"
"224","te58c",3.09895104895105,0.596,0.109,"bowl18",4,"te58c",NA,NA,60,57,63,6,0.015,0.62087737611148,0.549232913137562,2.36643191323985,0.054095817316825,-5.77824730240108,14.6839146725366,0.592903810824598,2.45017678173696,6.34162370276028,1.28515297436699,7,1,-0.229863546198713,0.797843,1104.25,5.89684,0.454127,0.758196,0.596046,"4-12A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,6.14285714285714,"57-59-60-63","0-2-3-6"
"225","te63c",3.09895104895105,0.651,0.119,"bowl18",4,"te63c",NA,NA,58,55,66,11,0.0645502645502646,0.621098311109278,0.522359002525111,2.54195563720897,0.113183732353235,-5.93016794670639,13.081880759045,0.670623420657792,2.27966895532301,5.31626164440704,1.13225649554268,7,1,-0.355376864087943,0.811133,1103.91,10.4195,0.677873,0.753326,0.405198,"4-3",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,3.57142857142857,"55-57-58-66","0-2-3-11"
"226","te64c",3.09895104895105,0.596,0.109,"bowl18",4,"te64c",NA,NA,58,55,67,12,0.0548148148148148,0.759117620523861,0.610642420173434,2.29128784747792,0.264822356401948,-5.18016794670639,13.081880759045,0.528932856297371,1.68568898846662,3.75281438622379,1.02888298411229,4,1,0.119827133909833,0.803973,1121.75,4.12104,0.754661,0.780807,0.631412,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.57142857142857,"55-57-58-67","0-2-3-12"
