"","id","rating","rating_sd","rating_se","dataset","chord_size","name","chord_nro","genre","register","pitchlow","pitchhigh","pitchrange","gill_09_harmonicity","har_18_harmonicity","milne_13_harmonicity","parn_88_root_ambig","parn_94_complex","stolz_15_periodicity","bowl_18_min_freq_dist","hutch_78_roughness","seth_93_roughness","vass_01_roughness","wang_13_roughness","jl_12_tonal","har_19_corpus","har_19_composite","sharpness","sproll","spflux","keyclar","spcentr","spirreg","Forte","neg_log_prob","CorpPop","CorpJazz","CorpClas","TDL","TDL1","register_N","midi","pc"
"328","5c",6.7348,NA,NA,"jl12a",3,"5c",NA,NA,69,52,72,20,0.1,0.928588602237831,0.702134069832943,2.04939015319192,0.259725146216779,-3.90689059560852,83.2511306011972,0.200828078659077,0.594003204207929,1.14104711230786,0.755906179767448,3,5.78116443842024,1.4488050951705,0.789312,1325.97,3.09028,0.659292,0.906628,0.492544,"3-11A",3.29198082096815,2.14376085786175,5.46355161449422,3.29198082096815,1,1,7.63157894736842,"52-69-72",""
"329","13a",6.7348,NA,NA,"jl12a",3,"13a",NA,NA,64,50,67,17,0.177777777777778,0.934734306954438,0.70414111353318,2.04939015319192,0.243281202862146,-3.30827083453526,62.3678790688793,0.210968336873306,0.746470882855351,1.41462367652185,0.860344549101736,3,3.4869120493249,1.20540618888077,0.778388,1181.63,4.65321,0.776291,0.796353,0.965883,"3-7A",8.97748579111647,7.54358923495796,12.051101629319,8.97748579111647,1,1,5.26315789473684,"50-64-67",""
"330","9b",6.6664,NA,NA,"jl12a",3,"9b",NA,NA,65,50,71,21,0.0592592592592593,0.727581329514965,0.587538205311478,2.50998007960223,0.354768873306662,-3.3785697620348,144.65506982312,0.174384485030651,0.602406805907469,0.991310746554323,0.758829049040795,3,3.43773223440645,0.890856053232243,0.836347,1031.24,6.61168,0.612434,0.776726,0.920615,"3-10",4.64377597831346,5.91848520577946,7.57376481484081,4.64377597831346,1,1,5.73684210526316,"50-65-71",""
"331","3b",6.5998,NA,NA,"jl12a",3,"3b",NA,NA,65,59,79,20,0.0416666666666667,0.802289788464618,0.631533057415607,2.04939015319192,0.46337328010271,-3.5910464022399,102.286580804942,0.199270011458351,0.544418893806396,0.927196787375582,0.640234076812249,3,1,0.730727486616237,0.785542,990.864,4.05555,0.288097,0.718211,0.380476,"3-8A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,5.73684210526316,"59-65-79",""
"332","5b",6.5332,NA,NA,"jl12a",3,"5b",NA,NA,64,48,69,21,0.233333333333333,0.928588602237831,0.702134069832943,2.04939015319192,0.28254254710028,-2.58496250072116,110.37244308713,0.122113416137904,0.553242458108639,0.961868563214069,0.814530924228724,3,5.90185056611313,1.58883862317707,0.768109,1325.64,3.41036,0.591776,0.79911,0.392281,"3-11A",3.29198082096815,2.14376085786175,5.46355161449422,3.29198082096815,1,1,5.26315789473684,"48-64-69",""
"333","2c",6.4666,NA,NA,"jl12a",3,"2c",NA,NA,67,53,74,21,0.185185185185185,0.934734306954438,0.70414111353318,1.92506684375924,0.39687086806559,-3.30827083453526,195.334099853066,0.139600515714515,0.450650934166143,0.685953259131531,0.660122104551648,3,3.06317911550661,1.2770823332573,0.810087,1052.1,4.39657,0.642781,0.739587,0.176278,"3-7B",3.87008572567373,6.41900145988659,12.051101629319,3.87008572567373,1,1,6.68421052631579,"53-67-74",""
"334","14a",6.4666,NA,NA,"jl12a",3,"14a",NA,NA,60,45,71,26,0.144444444444444,0.759117620523861,0.610642420173434,2.29128784747792,0.416696322782054,-3.79958123064606,151.625565300599,0.268945578510606,0.670288871132469,0.883313451838105,0.772441815613479,4,1,0.541009191324343,0.823901,1317.9,4.28304,0.753487,0.81379,1.1418,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.36842105263158,"45-60-71",""
"335","9c",6.4,NA,NA,"jl12a",3,"9c",NA,NA,71,53,74,21,0.0962962962962963,0.727581329514965,0.587538205311478,2.50998007960223,0.329092096535574,-3.29472350636948,93.446234578691,0.19167547558817,0.556853180362466,1.07348154997646,0.855370362270329,3,3.27067796865568,0.845521198893678,0.87541,1176.92,4.22788,0.622593,0.811027,0.461048,"3-10",4.64377597831346,5.91848520577946,7.57376481484081,4.64377597831346,1,1,8.57894736842105,"53-71-74",""
"336","8b",6.3334,NA,NA,"jl12a",3,"8b",NA,NA,59,52,72,20,0.158333333333333,0.898206959300817,0.709916008353518,2.04939015319192,0.380979850576214,-3.32192809488736,82.1278721716271,0.27291261190985,0.648554626223255,0.998860819821858,0.808748928677465,3,1.59639251268661,0.843995949848638,0.756024,1145.63,4.2196,0.810119,0.773099,0.510476,"3-4A",8.97748579111647,10.0825631060162,12.051101629319,8.97748579111647,1,1,2.89473684210526,"52-59-72",""
"337","12b",6.3334,NA,NA,"jl12a",3,"12b",NA,NA,59,53,72,19,0.0527777777777778,0.842879489623361,0.685685156085516,2.04939015319192,0.461305281651587,-3.90474850588871,72.3275349115601,0.226160207989262,0.653317008671082,1.19380696590965,0.619051328862019,4,1,0.759411660519172,0.758627,1049.74,4.59855,0.422829,0.703382,0.403496,"3-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,2.89473684210526,"53-59-72",""
"338","9a",6.0004,NA,NA,"jl12a",3,"9a",NA,NA,62,47,65,18,0.037037037037037,0.727581329514965,0.587538205311478,2.50998007960223,0.229497471341883,-3.78603390248028,55.5634635155963,0.245722437124728,0.83240214856424,1.53014409947571,0.735420805977697,3,5.39321941461327,0.978068873114913,0.704709,867.048,8.48546,0.566855,0.615259,0.682245,"3-10",4.64377597831346,5.91848520577946,7.57376481484081,4.64377597831346,1,1,4.31578947368421,"47-62-65",""
"339","12a",5.9338,NA,NA,"jl12a",3,"12a",NA,NA,65,48,71,23,0.120833333333333,0.842879489623361,0.685685156085516,2.04939015319192,0.355481413591029,-3.49728436544323,144.65506982312,0.204102216543192,0.58247661165897,0.953777406437225,0.783927269376331,4,1,0.795145832970899,0.775037,991.2,3.21003,0.715589,0.693071,0.920225,"3-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,5.73684210526316,"48-65-71",""
"340","8c",5.8672,NA,NA,"jl12a",3,"8c",NA,NA,60,59,64,5,0.15,0.898206959300817,0.709916008353518,2.04939015319192,0.230107556905297,-3.90689059560852,14.6839146725366,0.401060347066044,1.13149660905848,3.08216396995537,0.919375340673232,3,1,0.574550311374281,0.807885,1213.6,4.57147,0.597311,0.763914,0.464964,"3-4A",8.97748579111647,10.0825631060162,12.051101629319,8.97748579111647,1,1,3.36842105263158,"59-60-64",""
"341","10a",5.8672,NA,NA,"jl12a",3,"10a",NA,NA,71,48,74,26,0.322222222222222,0.759117620523861,0.610642420173434,2.29128784747792,0.364204027466117,-2.91829583405449,93.446234578691,0.158115164386346,0.502153934932048,1.05419264720956,0.732411703365118,4,1,0.720555599296059,0.814293,1179.95,3.36389,0.613499,0.792046,0.4391,"3-2A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,8.57894736842105,"48-71-74",""
"342","3c",5.8006,NA,NA,"jl12a",3,"3c",NA,NA,67,53,71,18,0.1,0.802289788464618,0.631533057415607,2.04939015319192,0.316123366351975,-3.43306933946243,101.887865274375,0.218431533389469,0.627180111203246,1.12044912441427,0.813968330662445,3,1,0.699685624495734,0.838121,1183.99,3.98141,0.638093,0.786243,0.259286,"3-8A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,6.68421052631579,"53-67-71",""
"343","14c",5.8006,NA,NA,"jl12a",3,"14c",NA,NA,59,45,72,27,0.075,0.759117620523861,0.610642420173434,2.29128784747792,0.425597438448071,-4.46624789731273,136.941650628062,0.327657917978024,0.684875801658806,0.852188660965877,0.772126233330237,4,1,0.445894599014222,0.726127,1049.74,8.54299,0.652958,0.694187,0.687915,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,2.89473684210526,"45-59-72",""
"344","10b",5.5342,NA,NA,"jl12a",3,"10b",NA,NA,59,50,72,22,0.181944444444444,0.759117620523861,0.610642420173434,2.29128784747792,0.406768050086774,-3.41558019949771,100.109266669358,0.258138784315496,0.696532908079785,0.997714714998281,0.871412383856729,4,1,0.55851630879524,0.757928,1040.32,4.94257,0.634826,0.760983,0.827421,"3-2A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,2.89473684210526,"50-59-72",""
"345","17c",5.5342,NA,NA,"jl12a",3,"17c",NA,NA,60,59,63,4,0.0333333333333333,0.768245513873647,0.609609079857976,2.20139815711603,0.15680755904758,-5.57355726227518,14.6839146725366,0.446302040178057,1.27743441284239,3.48183511626708,1.01819893912646,7,1,0.269936856845594,0.783936,1240.18,5.08287,0.550885,0.757714,0.174988,"3-3A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,3.36842105263158,"59-60-63",""
"346","18b",5.3344,NA,NA,"jl12a",3,"18b",NA,NA,59,56,72,16,0.0316666666666667,0.768245513873647,0.609609079857976,2.20139815711603,0.358897731264277,-4.6552614282207,39.2893018380895,0.265053068934478,0.809826409468577,1.59860341626992,0.778974321693143,7,1,0.563562049826172,0.740586,1043.01,4.62871,0.533098,0.739972,0.601679,"3-3B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,2.89473684210526,"56-59-72",""
"347","4c",5.2678,NA,NA,"jl12a",3,"4c",NA,NA,74,48,77,29,0.206018518518519,0.934734306954438,0.70414111353318,2.04939015319192,0.376047504280754,-2.97493750120193,111.126927031193,0.131502505758858,0.436756892691053,0.978815473161268,0.7081458972938,3,3.4869120493249,1.33414165058436,0.773356,1049.74,3.05902,0.615614,0.754853,0.478011,"3-7A",8.97748579111647,7.54358923495796,12.051101629319,8.97748579111647,1,1,10,"48-74-77",""
"348","2b",5.0014,NA,NA,"jl12a",3,"2b",NA,NA,65,50,79,29,0.0555555555555556,0.934734306954438,0.70414111353318,1.92506684375924,0.52082824979571,-3.3785697620348,202.3958474743,0.16263567773555,0.461724910734866,0.560048797456726,0.803141281118456,3,2.38478053078751,1.16941623725803,0.797508,983.462,6.71389,0.615639,0.751159,0.935264,"3-7B",3.87008572567373,6.41900145988659,12.051101629319,3.87008572567373,1,1,5.73684210526316,"50-65-79",""
"349","12c",4.8664,NA,NA,"jl12a",3,"12c",NA,NA,60,59,65,6,0.0520833333333333,0.842879489623361,0.685685156085516,2.04939015319192,0.177038145881137,-4.40203287133193,14.6839146725366,0.41869905156443,1.08609259503807,2.88962359185613,0.906347282695922,4,1,0.447496758530347,0.769314,991.537,5.29041,0.226193,0.680118,0.38123,"3-5A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.36842105263158,"59-60-65",""
"350","7c",4.4668,NA,NA,"jl12a",3,"7c",NA,NA,60,59,67,8,0.141666666666667,0.898206959300817,0.709916008353518,2.04939015319192,0.240559107647061,-3.90689059560852,14.6839146725366,0.402050881715016,0.961426990894803,2.4799086194727,0.880247296442356,3,1,0.572945635080325,0.78453,1182.98,4.87838,0.575432,0.745156,0.1631,"3-4B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.36842105263158,"59-60-67",""
"351","15a",4.3336,NA,NA,"jl12a",3,"15a",NA,NA,64,53,71,18,0.102777777777778,0.842879489623361,0.685685156085516,2.04939015319192,0.272283606105576,-4.57141517255537,155.013441196368,0.277022205104183,0.596409356769981,0.933287987045962,0.651052857576441,4,1,0.67701470336251,0.853938,1227.73,3.27198,0.613864,0.801856,0.75311,"3-5B",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,5.26315789473684,"53-64-71",""
"352","11a",3.7342,NA,NA,"jl12a",3,"11a",NA,NA,65,47,69,22,0.0340277777777778,0.802289788464618,0.631533057415607,2.20139815711603,0.395377109023512,-3.54037870442488,90.7717685669961,0.202535992162407,0.636213865761387,1.13757951784914,0.695890542286216,3,1,0.725436564367577,0.757455,1242.2,4.35438,0.476641,0.71395,0.804398,"3-8B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,5.73684210526316,"47-65-69",""
"353","10c",3.6676,NA,NA,"jl12a",3,"10c",NA,NA,60,59,62,3,0.163888888888889,0.759117620523861,0.610642420173434,2.29128784747792,0.086270993649075,-4.15254579366392,14.6839146725366,0.571013054295732,1.41759450795293,3.79637265138737,1.21200403667554,4,1,0.0516567814209075,0.782821,1001.29,6.41875,0.596842,0.729448,0.194347,"3-2A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.36842105263158,"59-60-62",""
"354","14b",3.6676,NA,NA,"jl12a",3,"14b",NA,NA,60,59,69,10,0.05,0.759117620523861,0.610642420173434,2.29128784747792,0.258420019477504,-4.96353226275596,14.6839146725366,0.432519703549295,0.998447689001727,2.36035580333574,0.975675499934722,4,1,0.276017430534883,0.824903,1325.64,5.17388,0.474258,0.84817,1.46181,"3-2B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,3.36842105263158,"59-60-69",""
"355","16",3.5344,NA,NA,"jl12a",3,"16",NA,NA,64,48,68,20,0.145,0.863664232550099,0.614699522067638,2.20139815711603,0.351879573162082,-3.6552614282207,85.6771406670752,0.182627763441707,0.646806099784726,1.17544437560248,0.872919219223057,7,4.17395806884735,1.19606452686322,0.75963,1250.94,4.45729,0.591818,0.753787,0.384532,"3-12",5.63569907288043,7.5176137485547,8.20095402760895,5.63569907288043,2,0,5.26315789473684,"48-64-68",""
"356","11c",3.4678,NA,NA,"jl12a",3,"11c",NA,NA,71,57,77,20,0.0791666666666667,0.802289788464618,0.631533057415607,2.20139815711603,0.283553508702166,-4.04523642870147,204.573161609884,0.208390695885507,0.521817951111025,0.839567161359551,0.676800379731192,3,1,0.71595188426846,0.886686,1400.33,3.63986,0.575554,0.980689,0.833682,"3-8B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,8.57894736842105,"57-71-77",""
"357","15b",3.4678,NA,NA,"jl12a",3,"15b",NA,NA,65,64,71,7,0.0736111111111111,0.842879489623361,0.685685156085516,2.04939015319192,0.194377993204958,-5.15254579366392,19.600674520134,0.382599621929495,0.894522637406774,2.36236982594469,0.745070207125525,4,1,0.505978204909437,0.860421,1051.76,3.6614,0.547336,0.785817,1.26986,"3-5B",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,5.73684210526316,"64-65-71",""
"358","18c",3.4678,NA,NA,"jl12a",3,"18c",NA,NA,60,59,68,9,0.03125,0.768245513873647,0.609609079857976,2.20139815711603,0.248717958797686,-4.90689059560852,14.6839146725366,0.425468446254442,1.01339820481272,2.48002767470605,0.957823366031704,7,1,0.303687492748953,0.809509,1251.28,4.72398,0.461241,0.804817,0.508164,"3-3B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,3.36842105263158,"59-60-68",""
"359","15c",3.4012,NA,NA,"jl12a",3,"15c",NA,NA,64,59,77,18,0.040625,0.842879489623361,0.685685156085516,2.04939015319192,0.29949835392445,-5.0686995379986,82.6859062848079,0.259545107313572,0.617046227267767,1.03329605888205,0.643653652597338,4,2.38478053078751,0.848927407310792,0.802935,1067.24,2.93929,0.595193,0.794139,1.2035,"3-5B",8.97748579111647,9.79488103356445,12.051101629319,8.97748579111647,1,1,5.26315789473684,"59-64-77",""
"360","17a",2.9332,NA,NA,"jl12a",3,"17a",NA,NA,63,48,71,23,0.0766666666666667,0.768245513873647,0.609609079857976,2.20139815711603,0.374679366392867,-4.6552614282207,180.314201071782,0.203114698090489,0.612255508641529,0.903559307581997,0.819790590244757,7,1,0.663902846064558,0.788687,1251.28,3.43617,0.684139,0.77642,0.446424,"3-3A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,4.78947368421053,"48-63-71",""
"361","19a",2.9332,NA,NA,"jl12a",3,"19a",NA,NA,62,48,73,25,0.0258680555555556,0.743182429003022,0.604909608600869,2.29128784747792,0.38201916050597,-5.96353226275596,162.851985267108,0.31933630154868,0.643619445265217,0.812116117288113,0.808311483428315,12,1,0.431012279093514,0.711703,919.199,4.88059,0.595712,0.687619,0.467268,"3-1",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,4.31578947368421,"48-62-73",""
"362","18a",2.8666,NA,NA,"jl12a",3,"18a",NA,NA,68,48,71,23,0.0725,0.768245513873647,0.609609079857976,2.20139815711603,0.298943899131621,-3.98859476155403,78.578603676179,0.234349945347242,0.617031388671605,1.17129681720394,0.770715815726281,7,1,0.613301425043334,0.803546,1316.55,3.87122,0.603949,0.820506,0.392098,"3-3B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,7.15789473684211,"48-68-71",""
"363","17b",2.5336,NA,NA,"jl12a",3,"17b",NA,NA,59,51,72,21,0.0375,0.768245513873647,0.609609079857976,2.20139815711603,0.400796479461564,-5.24022392894185,91.3781587670216,0.278230463258336,0.714863640902095,1.07120597547741,0.8446724537799,7,1,0.542214535824981,0.75055,1058.16,5.69816,0.479037,0.764577,1.20672,"3-3A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,2,0,2.89473684210526,"51-59-72",""
"364","19b",2.467,NA,NA,"jl12a",3,"19b",NA,NA,60,49,74,25,0.0513888888888889,0.743182429003022,0.604909608600869,2.29128784747792,0.548378827130644,-6.04523642870147,123.034249812163,0.29959724133061,0.617863966933991,0.83420779330115,0.880036896000685,12,1,0.462989759164267,0.843728,1314.2,4.20247,0.508689,0.888247,0.35449,"3-1",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,3.36842105263158,"49-60-74",""
"365","19c",1,NA,NA,"jl12a",3,"19c",NA,NA,61,50,72,22,0.0129050925925926,0.743182429003022,0.604909608600869,2.29128784747792,0.382170037472105,-6.1329145639794,130.350247018168,0.361421368540878,0.71310541042861,0.971686318317989,0.881622328513636,12,1,0.362834038784619,0.742138,1058.49,8.55707,0.32844,0.790511,0.655725,"3-1",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,3,0,3.84210526315789,"50-61-72",""
"366","3",10,NA,NA,"jl12b",4,"3",NA,NA,63,48,67,19,0.377777777777778,0.851740027175046,0.675052507383902,2.10262993215139,0.238519312328351,-2.93872187554087,35.9627889954623,0.285845542679144,1.44992359561029,3.07987518443948,0.901785811487026,1,6.73742707433197,1.27345431157254,0.72605,991.537,5.52611,0.706077,0.685243,0.644613,"4-22A",8.97748579111647,3.73225929214014,7.59675433306551,8.97748579111647,1,1,7.54545454545455,"48-62-64-67",""
"367","4a",9.92561983471074,NA,NA,"jl12b",4,"4a",NA,NA,63,48,71,23,0.4,0.751393406647986,0.640955610125411,2.22287572090485,0.245897372997514,-2.93872187554087,35.9627889954623,0.311816508053732,1.29194536450742,2.2885850733494,0.847410647930122,3,1,0.45780933483037,0.792188,1050.75,4.04408,0.590393,0.736214,0.387226,"4-11A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,7.54545454545455,"48-62-64-71",""
"368","2",9.80165289256198,NA,NA,"jl12b",4,"2",NA,NA,62,48,67,19,0.2,0.815233587107258,0.593204732098434,2.16024689946929,0.193711827407081,-3,62.3678790688793,0.272531147485137,1.37616127203084,2.74465443005179,0.850222102164586,1,7.42894391227048,1.30175433313252,0.737754,1051.09,5.1969,0.61979,0.680368,0.317394,"4-20",3.50094154161012,3.54780574500476,3.45232845091035,3.50094154161012,1,1,6.72727272727273,"48-59-64-67",""
"369","5",9.05785123966942,NA,NA,"jl12b",4,"5",NA,NA,60,48,67,19,0.216666666666667,0.801958787793059,0.706575278810354,2.16024689946929,0.161946731305453,-3.43872187554087,46.7231172893455,0.330945704259223,1.47937768643041,2.90109779006665,0.870567129773568,1,6.04758256715958,1.0402489609926,0.725696,990.864,5.67409,0.613554,0.656623,0.251473,"4-14B",8.97748579111647,5.17976051672319,12.051101629319,8.97748579111647,1,1,5.09090909090909,"48-59-62-67",""
"370","8a",8.98347107438017,NA,NA,"jl12b",4,"8a",NA,NA,60,48,67,19,0.144444444444444,0.907772360666524,0.672732400497647,2.22287572090485,0.191984389695071,-3.87744375108173,73.6647679174076,0.235439005297655,1.36946014910103,2.54055711905471,0.774352212070277,4,3.38557005074645,1.10726423921668,0.732976,1103.24,5.09717,0.700601,0.692416,0.570569,"4-23",8.97748579111647,4.54785696140397,5.96660221624384,8.97748579111647,1,1,5.09090909090909,"48-57-62-67",""
"371","7a",8.85950413223141,NA,NA,"jl12b",4,"7a",NA,NA,60,48,67,19,0.266666666666667,0.83411290484838,0.588306983990921,2.16024689946929,0.231758967667753,-2.93872187554087,62.3678790688793,0.198415041509502,1.31432249041282,2.52456688554663,0.84116436737546,1,6.79247838232887,1.38942642551329,0.745211,1104.25,5.33085,0.679812,0.727907,0.692601,"4-26",3.82007212224573,2.34742117126595,2.54958529563679,3.82007212224573,1,1,5.09090909090909,"48-57-64-67",""
"372","7b",8.85950413223141,NA,NA,"jl12b",4,"7b",NA,NA,58,45,64,19,0.333333333333333,0.83411290484838,0.588306983990921,2.16024689946929,0.276759379461094,-2.93016794670639,65.627847309724,0.25436794255193,1.59241424013792,2.97361790398375,0.937729008802864,1,8.39084535786945,1.46453036611331,0.740469,1027.87,7.31348,0.690426,0.691128,0.736534,"4-26",3.82007212224573,2.34742117126595,2.54958529563679,3.82007212224573,1,1,3.45454545454545,"45-55-60-64",""
"373","1",8.66115702479339,NA,NA,"jl12b",4,"1",NA,NA,56,43,62,19,0.0944444444444444,0.728916578223825,0.644295763132923,2.04939015319192,0.179349854191,-3.93016794670639,46.7231172893455,0.294270500804394,1.7797791545125,3.32680722284184,0.947262592762722,1,8.42519428100781,1.21620831582848,0.752326,991.537,8.84141,0.4248,0.653853,0.62331,"4-27B",3.09212901186637,2.41821647391762,2.60505692398376,3.09212901186637,1,1,1.81818181818182,"43-53-59-62",""
"374","4b",8.04132231404959,NA,NA,"jl12b",4,"4b",NA,NA,61,52,71,19,0.377777777777778,0.751393406647986,0.640955610125411,2.22287572090485,0.242486265759961,-3.51064997042823,32.039202616809,0.39477140517536,1.51368975695041,2.84199578555431,0.956305867795775,3,1,0.323421550398271,0.838483,1171.88,5.68788,0.571886,0.832913,0.401114,"4-11A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,5.90909090909091,"52-60-62-71",""
"375","9a",7.99173553719008,NA,NA,"jl12b",4,"9a",NA,NA,63,48,69,21,0.142592592592593,0.851740027175046,0.675052507383902,2.16024689946929,0.230611080412014,-3.87744375108173,35.9627889954623,0.290959797901706,1.32244647535749,2.50769526133038,0.957863213711146,3,1,0.670206740184665,0.759653,1315.88,3.84171,0.590588,0.749943,0.429763,"4-22B",8.97748579111647,5.52518358386449,9.85387705198279,8.97748579111647,1,1,7.54545454545455,"48-62-64-69",""
"376","24",7.89256198347107,NA,NA,"jl12b",4,"24",NA,NA,56,44,62,18,0.0216666666666667,0.573024701164252,0.50979080012731,2.89827534923789,0.090239430009968,-4.02824730240108,46.7231172893455,0.359020315249135,1.93649900990022,3.48431937538391,1.04196197403739,7,3.95464558589437,0.370248244333211,0.752963,1042.34,7.83497,0.426541,0.650108,0.537419,"4-28",5.02396217594065,7.77997801302219,5.31769973748165,5.02396217594065,2,0,1.81818181818182,"44-53-59-62",""
"377","10a",7.71900826446281,NA,NA,"jl12b",4,"10a",NA,NA,62,48,69,21,0.075,0.801958787793059,0.706575278810354,2.29128784747792,0.136219336823653,-4.18872187554087,82.6859062848079,0.293583762550247,1.31252516737602,2.27794833498478,0.893180080641017,3,1,0.577349086297117,0.766523,1294.35,4.61908,0.526762,0.738765,0.628931,"4-14A",8.97748579111647,6.51773630057228,10.6648072681991,8.97748579111647,1,1,6.72727272727273,"48-59-64-69",""
"378","11a",7.64462809917355,NA,NA,"jl12b",4,"11a",NA,NA,60,48,69,21,0.0805555555555556,0.723176680602415,0.621537043992771,2.22287572090485,0.19814571008916,-4.62744375108173,46.7231172893455,0.36752280592105,1.46761456421821,2.57506993624265,0.846730005578916,3,1,0.317340943344061,0.75546,1183.65,5.51027,0.521088,0.712652,0.636137,"4-10",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,5.09090909090909,"48-59-62-69",""
"379","10b",7.24793388429752,NA,NA,"jl12b",4,"10b",NA,NA,60,45,64,19,0.0833333333333333,0.801958787793059,0.706575278810354,2.29128784747792,0.192694864002894,-4.43016794670639,14.6839146725366,0.443392256605424,1.77399504884501,3.80467273093793,1.00917896586571,3,4.9709074761972,0.746434829876807,0.764134,1103.91,7.81088,0.724299,0.699919,0.493442,"4-14A",8.97748579111647,6.51773630057228,10.6648072681991,8.97748579111647,1,1,5.09090909090909,"45-59-60-64",""
"380","15b",7.17355371900826,NA,NA,"jl12b",4,"15b",NA,NA,60,47,65,18,0.0467592592592593,0.728916578223825,0.644295763132923,2.36643191323985,0.0966529084347092,-4.85872932612292,55.5634635155963,0.346569762643204,1.66843096453154,3.08805079688048,0.974731545825089,3,5.40872276234805,0.818679485318823,0.72851,883.198,8.50495,0.573795,0.641347,0.765604,"4-27A",4.97985225373369,5.22017005506107,4.26829436647932,4.97985225373369,1,1,5.09090909090909,"47-57-62-65",""
"381","8b",7.12396694214876,NA,NA,"jl12b",4,"8b",NA,NA,58,45,62,17,0.185185185185185,0.907772360666524,0.672732400497647,2.22287572090485,0.122831518676889,-4.36888982224726,32.039202616809,0.374806088280755,1.81099879570519,3.38640053060455,0.958657717714038,4,3.4869120493249,0.89199714539896,0.73297,983.462,7.3897,0.629956,0.663408,0.893647,"4-23",8.97748579111647,4.54785696140397,5.96660221624384,8.97748579111647,1,1,3.45454545454545,"45-55-60-62",""
"382","13b",7.04958677685951,NA,NA,"jl12b",4,"13b",NA,NA,57,45,60,15,0.1,0.751393406647986,0.640955610125411,2.36643191323985,0.0547911268105154,-4.53840779852542,14.6839146725366,0.545919191179134,2.19762463819175,4.49092133097724,1.31502928974916,3,1,0.078560586336287,0.738076,991.537,9.57123,0.598272,0.650682,0.885308,"4-11B",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,2.63636363636364,"45-55-59-60",""
"383","9b",6.97520661157025,NA,NA,"jl12b",4,"9b",NA,NA,62,50,69,19,0.075,0.851740027175046,0.675052507383902,2.16024689946929,0.208601253479697,-4.53840779852542,68.0019916122713,0.230597117246476,1.28466544566943,2.48542084000953,0.938415932578171,3,5.60887389773921,1.24592808671207,0.840902,1326.98,3.55447,0.559196,0.891727,0.579199,"4-22B",8.97748579111647,5.52518358386449,9.85387705198279,8.97748579111647,1,1,6.72727272727273,"50-60-64-69",""
"384","12",6.65289256198347,NA,NA,"jl12b",4,"12",NA,NA,56,43,64,21,0.104166666666667,0.712418541856751,0.617308583056919,2.36643191323985,0.123313286311785,-4.53840779852542,72.3275349115601,0.38889005956831,1.74217544880092,2.88171655883468,0.991370234169811,3,1,0.263577107860299,0.75708,1000.96,6.17086,0.416117,0.65709,0.696143,"4-29A",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,1.81818181818182,"43-53-59-64",""
"385","6",6.57851239669422,NA,NA,"jl12b",4,"6",NA,NA,55,43,59,16,0.111111111111111,0.716686045757288,0.559941365521435,2.29128784747792,0.0976964211365848,-3.99592654816484,26.9416506280621,0.467358358893465,2.23132645556271,4.26152686016029,1.20353101377984,3,1,0.14405348891738,0.758464,1051.09,6.75436,0.471738,0.66582,0.732105,"4-21",8.97748579111647,11.1811753946843,12.051101629319,8.97748579111647,1,1,1,"43-53-57-59",""
